id,question,sql,evidence
2c95803c-7890-4c64-b9ae-c1e507956209,What is the average writing score of the school who has the highest number of test takers whose total SAT sscores are greater or equal to 1500? Indicate the city to where the school is situated.,"SELECT T1.AvgScrWrite, T2.City FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.NumGE1500 DESC LIMIT 1",
2d987c92-bdff-41ce-8c89-c3a4c0b89c12,Please list the lowest three eligible free rates for students aged 5-17 in continuation schools.,SELECT `Free Meal Count (Ages 5-17)` / `Enrollment (Ages 5-17)` FROM frpm WHERE `Educational Option Type` = 'Continuation School' AND `Free Meal Count (Ages 5-17)` / `Enrollment (Ages 5-17)` IS NOT NULL ORDER BY `Free Meal Count (Ages 5-17)` / `Enrollment (Ages 5-17)` ASC LIMIT 3,Eligible free rates for students aged 5-17 = `Free Meal Count (Ages 5-17)` / `Enrollment (Ages 5-17)`
329bcf1a-91f7-43d4-9d5a-4e7a5ed11a6c,What is the district code for the School that does not offer a magnet program in the city of Fresno?,SELECT T1.`District Code` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.City = 'Fresno' AND T2.Magnet = 0,"When magent is equal to 0 in the database, it means ths school doesn't offer a magnet program."
33512b2c-f997-4a4f-bf07-e9da7da10446,Please list the zip code of all the charter schools in Fresno County Office of Education.,SELECT T2.Zip FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.`District Name` = 'Fresno County Office of Education' AND T1.`Charter School (Y/N)` = 1,Charter schools refers to `Charter School (Y/N)` = 1 in the table fprm
3798d68e-1e98-40fb-b064-287b11eeffda,Which active district has the highest average score in Reading?,SELECT T1.District FROM schools AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds WHERE T1.StatusType = 'Active' ORDER BY T2.AvgScrRead DESC LIMIT 1,
379ce82c-6f4e-4d9a-9b97-2bdaee14e1f0,Which school in Contra Costa has the highest number of test takers?,SELECT sname FROM satscores WHERE cname = 'Contra Costa' AND sname IS NOT NULL ORDER BY NumTstTakr DESC LIMIT 1,
3816c9d4-17b1-470c-941b-204893781b49,What is the city location of the high school level school with Lunch Provision 2 whose lowest grade is 9 and the highest grade is 12 in the county of Merced?,SELECT T2.City FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.`NSLP Provision Status` = 'Lunch Provision 2' AND T2.County = 'Merced' AND T1.`Low Grade` = 9 AND T1.`High Grade` = 12 AND T2.EILCode = 'HS',High school can be represented as EILCode = 'HS'
38596498-d0ba-4bc1-ba7b-6524f4170661,"Among the schools with the SAT test takers of over 500, please list the schools that are magnet schools or offer a magnet program.",SELECT T2.School FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.Magnet = 1 AND T1.NumTstTakr > 500,Magnet schools or offer a magnet program means that Magnet = 1
43acfaf3-f0f5-4db8-8cd6-cf9b10a496c7,"Between 1/1/2000 to 12/31/2005, how many directly funded schools opened in the county of Stanislaus?","SELECT COUNT(School) FROM schools WHERE strftime('%Y', OpenDate) BETWEEN '2000' AND '2005' AND County = 'Stanislaus' AND FundingType = 'Directly funded'",Directly funded schools refers to FundingType = 'Directly Funded'
460cd385-2c37-488f-bf69-4719d2686b6c,What is the school type of the school with the highest latitude? Indicate the name of the school as well as the latitude coordinates.,"SELECT T1.`School Type`, T1.`School Name`, T2.Latitude FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode ORDER BY T2.Latitude DESC LIMIT 1",
48082dfd-de17-43b0-b996-c61476a2a572,How many students from the ages of 5 to 17 are enrolled at the State Special School school in Fremont for the 2014-2015 academic year?,SELECT T1.`Enrollment (Ages 5-17)` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.EdOpsCode = 'SSS' AND T2.City = 'Fremont' AND T1.`Academic Year` BETWEEN 2014 AND 2015,State Special School means EdOpsCode = 'SSS'
5100ab49-d9ba-4102-a110-7ad8d1532f37,"Of the schools that offers a magnet program serving a grade span of Kindergarten to 8th grade, how many offers Multiple Provision Types? List the number of cities that offers a Kindergarten to 8th grade span and indicate how many schools are there serving such grade span for each city.","SELECT T2.City, COUNT(T2.CDSCode) FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.Magnet = 1 AND T2.GSoffered = 'K-8' AND T1.`NSLP Provision Status` = 'Multiple Provision Types' GROUP BY T2.City",Kindergarten to 8th grade refers to K-8; 'Offers a magnet program' means Magnet = 1; Multiple Provision Types refers to `NSLP Provision Status` = 'Multiple Provision Types'
5296cdec-5ea9-4775-b263-d2d4c167c923,List the names of virtual schools that are among the top 5 in their respective counties based on average reading scores.,"SELECT School FROM (SELECT T2.School,T1.AvgScrRead, RANK() OVER (PARTITION BY T2.County ORDER BY T1.AvgScrRead DESC) AS rnk FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.Virtual = 'F' ) ranked_schools WHERE rnk <= 5",Exclusively virtual refers to Virtual = 'F'; respective counties means PARTITION BY County
52dff418-54be-449a-a044-a644397ee31b,"What is the administrator's last name that oversees the school with Charter number 40? Indicate the district, the county where the school is situated, and the name of the school.","SELECT AdmLName1, District, County, School FROM schools WHERE CharterNum = '0040'",
539353ab-6574-43e7-a61e-d2ec6b6946cd,What is the free rate for students between the ages of 5 and 17 at the school run by Kacey Gibson?,SELECT CAST(T2.`Free Meal Count (Ages 5-17)` AS REAL) / T2.`Enrollment (Ages 5-17)` FROM schools AS T1 INNER JOIN frpm AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.AdmFName1 = 'Kacey' AND T1.AdmLName1 = 'Gibson',Eligible free rates for students aged 5-17 = `Free Meal Count (Ages 5-17)` / `Enrollment (Ages 5-17)`
55057b9d-abb0-4992-81ec-2bb82a36bbd0,What are the websites for all the partially virtual chartered schools located in San Joaquin?,SELECT Website FROM schools WHERE County = 'San Joaquin' AND Virtual = 'P' AND Charter = 1,Virtual = 'P' means partially virtual; Charter schools refers to Charter = 1 in the table schools
5562575f-c7e3-481b-8dbc-206ed0c7b12a,Which county reported the most number of school closure in the 1980s with school wonership code belonging to Youth Authority Facilities (CEA)?,"SELECT County FROM schools WHERE strftime('%Y', ClosedDate) BETWEEN '1980' AND '1989' AND StatusType = 'Closed' AND SOC = 11 GROUP BY County ORDER BY COUNT(School) DESC LIMIT 1",Youth Authority Facilities (CEA) refers to SOC = 11; 1980s = years between 1980 and 1989
5606421f-c8d1-4371-b3a9-7088a02c2d16,"Of the schools with a mailing state address in California, what is the ratio of the schools located in the county of Colusa against the school located in the county of Humboldt?",SELECT CAST(SUM(CASE WHEN County = 'Colusa' THEN 1 ELSE 0 END) AS REAL) / SUM(CASE WHEN County = 'Humboldt' THEN 1 ELSE 0 END) FROM schools WHERE MailState = 'CA',Ratio = count(schools in Colusa) / count(schools in Humboldt)
582b8c60-5a98-4e2b-bfcd-54947e8f268e,When did the first-through-twelfth-grade school with the largest enrollment open?,SELECT T2.OpenDate FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode ORDER BY T1.`Enrollment (K-12)` DESC LIMIT 1,K-12 means First-through-twelfth-grade
59566988-a5e5-4ee8-96bc-53878928b164,What is the phone number of the school that has the highest average score in Math?,SELECT T1.Phone FROM schools AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds ORDER BY T2.AvgScrMath DESC LIMIT 1,
5d5143e1-5e72-44be-8357-706a319d8393,"Consider the average difference between K-12 enrollment and 15-17 enrollment of schools that are locally funded, list the names and DOC type of schools which has a difference above this average.","SELECT T2.School, T2.DOC FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.FundingType = 'Locally funded' AND (T1.`Enrollment (K-12)` - T1.`Enrollment (Ages 5-17)`) > (SELECT AVG(T3.`Enrollment (K-12)` - T3.`Enrollment (Ages 5-17)`) FROM frpm AS T3 INNER JOIN schools AS T4 ON T3.CDSCode = T4.CDSCode WHERE T4.FundingType = 'Locally funded')",Difference between K-12 enrollment and 15-17 enrollment can be computed by `Enrollment (K-12)` - `Enrollment (Ages 5-17)`
600c3629-3f0f-4bf5-ab60-3a3a65babec7,What is the free or reduced price meal count for ages 5 to 17 in the Youth Authority School with a mailing street address of PO Box 1040?,SELECT T1.`FRPM Count (Ages 5-17)` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.MailStreet = 'PO Box 1040' AND T2.SOCType = 'Youth Authority Facilities',
6404b931-8bd3-44ae-ab89-f6104d49ad8d,What is the total amount of Community College District closure in 1989 in the city of San Francisco?,"SELECT COUNT(School) FROM schools WHERE strftime('%Y', ClosedDate) = '1989' AND City = 'San Francisco' AND DOCType = 'Community College District'",
68415b5d-79b5-4542-9108-43ed52cb4bf0,What is the total number of schools with a mailing city in Hickman belonging to the charter number 00D4?,SELECT COUNT(*) FROM schools WHERE CharterNum = '00D4' AND MailCity = 'Hickman',
6949c92c-5c31-4214-bbe8-84584df51262,What is the Percent (%) Eligible Free (K-12) in the school administered by an administrator whose first name is Alusine. List the district code of the school.,"SELECT T1.`Free Meal Count (K-12)` * 100 / T1.`Enrollment (K-12)`, T1.`District Code` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.AdmFName1 = 'Alusine'",Percent (%) Eligible Free (K-12) = `Free Meal Count (K-12)` / `Enrollment (K-12)` * 100%
6baf3e78-64a9-46ab-97f6-e42d0b940bd6,"If there are any, what are the websites address of the schools with a free meal count of 1,900-2,000 to students aged 5-17? Include the name of the school.","SELECT T2.Website, T1.`School Name` FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.`Free Meal Count (Ages 5-17)` BETWEEN 1900 AND 2000 AND T2.Website IS NOT NULL",
6d47f5a7-4ece-41ff-b24b-21694f7a2463,What is the postal street address for the school with the 7th highest Math average? Indicate the school's name.,"SELECT T2.MailStreet, T2.School FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.AvgScrMath DESC LIMIT 6, 1",Postal street and mailing street are synonyms.
6efaf2a4-ce71-4cce-8203-99d1cd383432,What is the lowest grade for the District Special Education Consortia School with National Center for Educational Statistics school district identification number of 0613360?,SELECT MIN(T1.`Low Grade`) FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.NCESDist = '0613360' AND T2.EdOpsCode = 'SPECON',District Special Education Consortia School refers to EdOpsCode = 'SPECON'.
738ed382-1b06-47f8-b28d-e78d022f631c,What is the administrator's email address for the school with the highest number of test takers who received SAT scores of at least 1500?Provide the name of the school.,"SELECT T2.AdmEmail1, T2.School FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.NumGE1500 DESC LIMIT 1",
74062d26-432f-4ad3-98eb-1bf4ed7795ed,List the names of schools with more than 30 difference in enrollements between K-12 and ages 5-17? Please also give the full street adress of the schools.,"SELECT T1.School, T1.Street FROM schools AS T1 INNER JOIN frpm AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.`Enrollment (K-12)` - T2.`Enrollment (Ages 5-17)` > 30",Diffrence in enrollement = `Enrollment (K-12)` - `Enrollment (Ages 5-17)`
77d05a96-d912-4e93-b8dd-1f0616077565,Give the names of the schools with the percent eligible for free meals in K-12 is more than 0.1 and test takers whose test score is greater than or equal to 1500?,SELECT T2.`School Name` FROM satscores AS T1 INNER JOIN frpm AS T2 ON T1.cds = T2.CDSCode WHERE CAST(T2.`Free Meal Count (K-12)` AS REAL) / T2.`Enrollment (K-12)` > 0.1 AND T1.NumGE1500 > 0,Percent eligible for free meals = Free Meal Count (K-12) / Total (Enrollment (K-12)
7918625b-9690-4aaa-920d-58d57d7d3b73,What is the administrator's email address of the chartered school with the fewest students enrolled in grades 1 through 12?,SELECT T2.AdmEmail1 FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.`Charter School (Y/N)` = 1 ORDER BY T1.`Enrollment (K-12)` ASC LIMIT 1,Charted school means `Charter School (Y/N)` = 1 in the table frpm; Students enrolled in grades 1 through 12 refers to `Enrollment (K-12)`
79f75e5f-1660-4b06-afdb-4a8aa0ac70bb,"What is the complete address of the school with the lowest excellence rate? Indicate the Street, City, Zip and State.","SELECT T2.Street, T2.City, T2.State, T2.Zip FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY CAST(T1.NumGE1500 AS REAL) / T1.NumTstTakr ASC LIMIT 1","Execellence Rate = NumGE1500 / NumTstTakr; complete address has Street, City, State, Zip code"
7a6c3e35-3ef4-4884-a4c5-578775175c04,How many schools with an average score in Math greater than 400 in the SAT test are exclusively virtual?,SELECT COUNT(DISTINCT T2.School) FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.Virtual = 'F' AND T1.AvgScrMath > 400,Exclusively virtual refers to Virtual = 'F'
7a6ee83e-5147-4f87-b7c9-d864d2ce0ad4,What is the unabbreviated mailing street address of the school with the highest FRPM count for K-12 students?,SELECT T2.MailStreet FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode ORDER BY T1.`FRPM Count (K-12)` DESC LIMIT 1,
7ec7b4a0-bd0f-470b-b849-4737c5f22726,What is the average number of test takers from Fresno schools that opened between 1/1/1980 and 12/31/1980?,"SELECT AVG(T1.NumTstTakr) FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE strftime('%Y', T2.OpenDate) = '1980' AND T2.County = 'Fresno'",between 1/1/1980 and 12/31/1980 means the year = 1980
81d73fc2-0e11-44f6-9e36-8edb963d21c1,"Of all the schools with a mailing state address in California, how many are active in San Joaquin city?",SELECT COUNT(CDSCode) FROM schools WHERE City = 'San Joaquin' AND MailState = 'CA' AND StatusType = 'Active',
89947abd-e819-4cb3-a696-8b974b31b7c5,What is the number of SAT test takers of the schools with the highest FRPM count for K-12 students?,SELECT NumTstTakr FROM satscores WHERE cds = ( SELECT CDSCode FROM frpm ORDER BY `FRPM Count (K-12)` DESC LIMIT 1 ),
8eb9f0c6-8d6a-4f06-80eb-1e77b01300e6,Which state special schools have the highest number of enrollees from grades 1 through 12?,SELECT T2.School FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.DOC = 31 ORDER BY T1.`Enrollment (K-12)` DESC LIMIT 1,State Special Schools refers to DOC = 31; Grades 1 through 12 means K-12
8f581a4c-bbd3-417b-b61e-418a507fe026,In Los Angeles how many schools have more than 500 free meals but less than 700 free or reduced price meals for K-12?,SELECT COUNT(CDSCode) FROM frpm WHERE `County Name` = 'Los Angeles' AND `Free Meal Count (K-12)` > 500 AND `FRPM Count (K-12)`< 700,
931d8410-6f5c-41a2-a9ff-7e1b84dee0ec,In which mailing street address can you find the school that has the lowest average score in reading? Also give the school's name.,"SELECT T2.MailStreet, T2.School FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T1.AvgScrRead IS NOT NULL ORDER BY T1.AvgScrRead ASC LIMIT 1",
9770e151-a07e-4194-a580-f94a7ecc0231,Which different county has the most number of closed schools? Please provide the name of each school as well as the closure date.,"SELECT DISTINCT County, School, ClosedDate FROM schools WHERE County = ( SELECT County FROM schools WHERE StatusType = 'Closed' GROUP BY County ORDER BY COUNT(School) DESC LIMIT 1 ) AND StatusType = 'Closed' AND school IS NOT NULL",Closure date and closed date are synonyms; 'Closed' was mentioned in schools.StatusType.
9c1e92cf-fce5-4ab0-a3a9-1b7a0e8ee819,What is the phone number and extension number for the school with the zip code 95203-3704? Indicate the school's name.,"SELECT Phone, Ext, School FROM schools WHERE Zip = '95203-3704'",
9ff5a2a3-76ca-423c-a0f0-0dd492203221,"Among the schools with an SAT excellence rate of over 0.3, what is the highest eligible free rate for students aged 5-17?",SELECT MAX(CAST(T1.`Free Meal Count (Ages 5-17)` AS REAL) / T1.`Enrollment (Ages 5-17)`) FROM frpm AS T1 INNER JOIN satscores AS T2 ON T1.CDSCode = T2.cds WHERE CAST(T2.NumGE1500 AS REAL) / T2.NumTstTakr > 0.3,Excellence rate = NumGE1500 / NumTstTakr; Eligible free rates for students aged 5-17 = `Free Meal Count (Ages 5-17)` / `Enrollment (Ages 5-17)`
a045951d-9fb7-412f-9eac-4fac1a7a57a3,Please specify all of the schools and their related mailing zip codes that are under Avetik Atoian's administration.,"SELECT School, MailZip FROM schools WHERE AdmFName1 = 'Avetik' AND AdmLName1 = 'Atoian'",
a62b2c96-bbc0-4de3-987a-d130ac3b793e,"Name schools in Riverside which the average of average math score for SAT is grater than 400, what is the funding type of these schools?","SELECT T1.sname, T2.`Charter Funding Type` FROM satscores AS T1 INNER JOIN frpm AS T2 ON T1.cds = T2.CDSCode WHERE T2.`District Name` LIKE 'Riverside%' GROUP BY T1.sname, T2.`Charter Funding Type` HAVING CAST(SUM(T1.AvgScrMath) AS REAL) / COUNT(T1.cds) > 400",Average of average math = sum(average math scores) / count(schools).
a7a5ad32-6249-49b6-9366-11be2a0e48c1,How many test takers are there at the school/s whose mailing city address is in Fresno?,SELECT T1.NumTstTakr FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.MailCity = 'Fresno',
a8ced309-a210-4b26-9d0b-31a32bfbd79c,What is the educational level name for the schools with Breakfast Provision 2 in county code 37? Indicate the name of the school.,"SELECT T2.EILName, T2.School FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T1.`NSLP Provision Status` = 'Breakfast Provision 2' AND T1.`County Code` = 37",
abb5c6c3-7201-4004-8309-4dacf889827b,"List the top five schools, by descending order, from the highest to the lowest, the most number of Enrollment (Ages 5-17). Please give their NCES school identification number, their name and their location.",SELECT T1.NCESSchool FROM schools AS T1 INNER JOIN frpm AS T2 ON T1.CDSCode = T2.CDSCode ORDER BY T2.`Enrollment (Ages 5-17)` DESC LIMIT 5,
abce62c2-748b-4ae2-977d-a5b1288dcc2d,"In chartered schools with charter number 00D2, what are the names of all the administrators? Include the name of the school and the city to which it belongs","SELECT AdmFName1, AdmLName1, School, City FROM schools WHERE Charter = 1 AND CharterNum = '00D2'","Chartered schools refer to Charter = 1 in the table schools; Full name refers to first name, last name"
ac90880c-acd3-4548-ae6b-86f315f254c2,Which cities have the top 5 lowest enrollment number for students in grades 1 through 12?,SELECT T2.City FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode GROUP BY T2.City ORDER BY SUM(T1.`Enrollment (K-12)`) ASC LIMIT 5,K-12 refers to students in grades 1 through 12.
ad4095f7-9b38-4d5f-ae7f-8a4b77dfa46e,What is the most common type of grade span served in the city of Adelanto?,SELECT GSserved FROM schools WHERE City = 'Adelanto' GROUP BY GSserved ORDER BY COUNT(GSserved) DESC LIMIT 1,
ad69b74e-2124-496f-91c8-21d2a1075003,"Among the schools with the average score in Math over 560 in the SAT test, how many schools are directly charter-funded?",SELECT COUNT(T2.`School Code`) FROM satscores AS T1 INNER JOIN frpm AS T2 ON T1.cds = T2.CDSCode WHERE T1.AvgScrMath > 560 AND T2.`Charter Funding Type` = 'Directly funded',
aed88a9d-3f4a-441e-b9d1-084496a23b9b,How many schools in Amador which the Low Grade is 9 and the High Grade is 12?,SELECT COUNT(T1.`School Name`) FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.County = 'Amador' AND T1.`Low Grade` = 9 AND T1.`High Grade` = 12,
b2cd740e-9836-4298-9114-d04e6ee7c5fd,What is the highest eligible free rate for K-12 students in the schools in Alameda County?,SELECT `Free Meal Count (K-12)` / `Enrollment (K-12)` FROM frpm WHERE `County Name` = 'Alameda' ORDER BY (CAST(`Free Meal Count (K-12)` AS REAL) / `Enrollment (K-12)`) DESC LIMIT 1,Eligible free rate for K-12 = `Free Meal Count (K-12)` / `Enrollment (K-12)`
b4b296db-ea77-42a9-b959-39a8adfbdb4b,What is the grade span offered in the school with the highest longitude?,SELECT GSoffered FROM schools ORDER BY ABS(longitude) DESC LIMIT 1,the highest longitude refers to the school with the maximum absolute longitude value.
b8e965de-44b1-47af-a82d-5d8f51ccacd1,"Between San Diego and Santa Barbara, which county offers the most number of schools that does not offer physical building? Indicate the amount.","SELECT County, COUNT(Virtual) FROM schools WHERE (County = 'San Diego' OR County = 'Santa Barbara') AND Virtual = 'F' GROUP BY County ORDER BY COUNT(Virtual) DESC LIMIT 1",'Does not offer physical building' means Virtual = F in the database.
baf39e1c-abcc-4579-a116-0ffad4d7de28,What is the average writing score of each of the schools managed by Ricci Ulrich? List the schools and the corresponding average writing scores.,"SELECT T2.School, T1.AvgScrWrite FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.AdmFName1 = 'Ricci' AND T2.AdmLName1 = 'Ulrich'","Usually, administrators manage the school stuff."
bbfca6c7-52ce-4848-8a02-aabd40389bda,What is the type of education offered in the school who scored the highest average in Math?,SELECT T2.EdOpsName FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode ORDER BY T1.AvgScrMath DESC LIMIT 1,
bcf1789a-3743-434d-9bf9-cb42ac3f8161,"What are the valid e-mail addresses of the administrator of the school located in the San Bernardino county, City of San Bernardino City Unified that opened between 1/1/2009 to 12/31/2010 whose school types are public Intermediate/Middle Schools and Unified Schools?","SELECT T2.AdmEmail1, T2.AdmEmail2 FROM frpm AS T1 INNER JOIN schools AS T2 ON T1.CDSCode = T2.CDSCode WHERE T2.County = 'San Bernardino' AND T2.City = 'San Bernardino' AND T2.DOC = 54 AND strftime('%Y', T2.OpenDate) BETWEEN '2009' AND '2010' AND T2.SOC = 62",Intermediate/Middle Schools refers to SOC = 62; Unified School refers to DOC = 54; years between 2009 and 2010 can refer to 'between 1/1/2009 to 12/31/2010'
be0f4969-61c4-4d02-b25b-365f06ec4859,What are the two most common first names among the school administrators? Indicate the district to which they administer.,"SELECT DISTINCT T1.AdmFName1, T1.District FROM schools AS T1 INNER JOIN ( SELECT admfname1 FROM schools GROUP BY admfname1 ORDER BY COUNT(admfname1) DESC LIMIT 2 ) AS T2 ON T1.AdmFName1 = T2.admfname1",
bf9799b4-9421-422e-82d6-90b17edefbd3,"What are the webpages for the Los Angeles County school that has between 2,000 and 3,000 test takers?",SELECT T2.Website FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T1.NumTstTakr BETWEEN 2000 AND 3000 AND T2.County = 'Los Angeles',
c69fa3d1-dfe5-43f0-a7ae-428098c63477,Please provide the National Center for Educational Statistics school district identification number for all schools with a School Ownership Code that are part of the State Special Schools.,SELECT NCESDist FROM schools WHERE SOC = 31,State Special Schools means that SOC = 31.
ca270348-1e5f-4d25-b6bb-259bcbc7a622,What is the total number of schools whose total SAT scores are greater or equal to 1500 whose mailing city is Lakeport?,SELECT COUNT(T1.cds) FROM satscores AS T1 INNER JOIN schools AS T2 ON T1.cds = T2.CDSCode WHERE T2.MailCity = 'Lakeport' AND (T1.AvgScrRead + T1.AvgScrMath + T1.AvgScrWrite) >= 1500,Total SAT scores can be computed by AvgScrRead + AvgScrMath + AvgScrWrite
